player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id
Davis Allen,2023,4,4.08498,1.021245,0.24498,0.005,4.641032,1.160258,0.278327,00-0039074
Payne Durham,2023,4,4.08498,1.021245,0.24498,0.005,4.641032,1.160258,0.278327,00-0039050
Nick Muse,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0037317
Kaden Smith,2023,1,1.01,1.01,0,0.004,1.147482,1.147482,0,00-0034988
Ben Ellefson,2023,1,1.01,1.01,0,0.004,1.147482,1.147482,0,00-0035823
Briley Moore,2021,3,2.455,0.818333,0.18,0.004,3.435655,1.145218,0.251901,NA
Cary Angeline,2021,3,2.455,0.818333,0.03,0.004,3.435655,1.145218,0.041984,NA
Jack Stoll,2021,3,2.4475,0.815833,0.1225,0.004,3.425159,1.141719,0.171433,00-0036741
Bruno Labelle,2021,3,2.4475,0.815833,0.0225,0.004,3.425159,1.141719,0.031488,NA
Dylan Soehner,2021,3,2.445,0.815,0.12,0.004,3.42166,1.140553,0.167934,NA
Kenny Yeboah,2022,2,1.815,0.9075,0.05,0.004,2.22647,1.113235,0.061335,00-0036510
Sammis Reyes,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036474
Tony Poljan,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Pro Wells,2021,3,2.44,0.813333,0.015,0.004,3.414663,1.138221,0.020992,NA
Shaun Beyer,2022,2,1.575,0.7875,0,0.004,1.932061,0.96603,0,NA
Quintin Morris,2022,2,1.575,0.7875,0,0.004,1.932061,0.96603,0,00-0036590
Matt Bushman,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0036519
Brock Wright,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036754
Miller Forristall,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036692
Josh Pederson,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0036674
Hunter Kampmoyer,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0036779
Artayvious Lynn,2021,3,2.43,0.81,0.06,0.004,3.400668,1.133556,0.083967,NA
Nick Eubanks,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0036766
Jake Hausmann,2022,1,0.7125,0.7125,0.0075,0.003,0.874027,0.874027,0.0092,NA
Carl Tucker,2021,3,2.428,0.809333,0.01,0.004,3.39787,1.132623,0.013995,NA
John Raine,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
Scooter Harrington,2021,3,2.426,0.808667,0.001,0.004,3.395071,1.131691,0.001399,NA
Kalif Jackson,2021,3,2.425,0.808333,0,0.004,3.393671,1.131223,0,NA
Shane Zylstra,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036534
Daniel Crawford,2021,3,2.425,0.808333,0,0.004,3.393671,1.131223,0,NA
Cheyenne O'Grady,2021,3,2.425,0.808333,0,0.004,3.393671,1.131223,0,NA
Bernhard Seikovits,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
Michael Jacobson,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037022
Nick Ralston,2022,2,1.765,0.8825,0,0.004,2.165134,1.082567,0,00-0036774
Graham Adomitis,2021,3,2.425,0.808333,0,0.004,3.393671,1.131223,0,NA
Sal Cannella,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
Hunter Thedford,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
Nick Guggemos,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
Matt Seybert,2021,3,2.425,0.808333,0,0.004,3.393671,1.131223,0,NA
Carson Williams,2021,3,2.425,0.808333,0.05,0.004,3.393671,1.131223,0.069973,NA
Jibri Blount,2021,3,2.425,0.808333,0,0.004,3.393671,1.131223,0,NA
Rashod Berry,2022,2,1.835,0.9175,0,0.004,2.251004,1.125502,0,00-0036086
Zack Kuntz,2023,4,3.954388,0.988597,0.114388,0.004,4.492663,1.123166,0.129959,00-0038406
Charlie Woerner,2020,4,3.476032,0.869008,0.181032,0.004,4.479206,1.119801,0.233277,00-0036429
Brayden Willis,2023,4,3.9199,0.979975,0.0799,0.004,4.453481,1.11337,0.090776,00-0038643
Dominique Dafney,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036456
Colin Thompson,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0033720
Nick Keizer,2021,1,0.78,0.78,0,0.004,1.091573,1.091573,0,00-0034192
Lance Lenoir,2022,1,0.825,0.825,0,0.004,1.012032,1.012032,0,00-0033992
Tyrone Swoopes,2021,1,0.78,0.78,0,0.004,1.091573,1.091573,0,00-0033742
Marcus Baugh,2021,1,0.78,0.78,0,0.004,1.091573,1.091573,0,00-0034169
Charles Jones,2021,1,0.78,0.78,0,0.004,1.091573,1.091573,0,00-0035553
Stephen Sullivan,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036438
Jared Pinkney,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0035787
David Wells,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0034575
Temarrick Hemingway,2021,1,0.252,0.252,0,0.001,0.352662,0.352662,0,00-0033112
Parker Hesse,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0035572
Seth Green,2023,2,1.665,0.9325,0,0.004,1.891641,1.059433,0,00-0037455
Curtis Hodges,2022,3,2.585,0.861667,0.125,0.004,3.171033,1.057011,0.153338,00-0037164
Jalen Wydermyer,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
Rodney Williams II,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0037451
Lucas Krull,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0037539
Armani Rogers,2022,3,2.5775,0.859167,0.0675,0.004,3.161832,1.053945,0.082803,00-0037168
Josh Babicz,2022,3,2.575,0.858333,0.05,0.004,3.158766,1.052921,0.061335,NA
Jeremiah Hall,2022,3,2.575,0.858333,0.03,0.004,3.158766,1.052921,0.036801,NA
Peyton Hendershot,2022,3,2.575,0.858333,0.165,0.004,3.158766,1.052921,0.202406,00-0037569
Austin Allen,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037369
Chase Allen,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
Cole Fotheringham,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037506
Zaire Mitchell-Paden,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037340
Nolan Givan,2022,3,2.57,0.856667,0.01,0.004,3.152632,1.050878,0.012267,NA
Dylan Parham,2022,3,2.57,0.856667,0.02,0.004,3.152632,1.050878,0.024534,NA
Gerrit Prince,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037233
Justin Rigg,2023,2,1.655,0.8325,0,0.004,1.88028,0.945821,0,00-0037424
Jake Tonges,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0037112
Cade Brewer,2022,3,2.565,0.855,0.005,0.004,3.146499,1.048833,0.006134,NA
Stone Smartt,2022,3,2.565,0.855,0.005,0.004,3.146499,1.048833,0.006134,00-0037475
Derrick Deese Jr.,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
John Mitchell,2022,3,2.565,0.855,0.005,0.004,3.146499,1.048833,0.006134,NA
Jamal Pettigrew,2022,3,2.565,0.855,0.005,0.004,3.146499,1.048833,0.006134,NA
Garrett Walston,2022,3,2.565,0.855,0.005,0.004,3.146499,1.048833,0.006134,NA
Ben Beise,2022,3,2.564,0.854667,0.004,0.004,3.145272,1.048424,0.004907,NA
Erik Krommenhoek,2022,3,2.5625,0.854167,0.0025,0.004,3.143432,1.047811,0.003067,NA
JJ Howland,2022,3,2.561,0.853667,0.001,0.004,3.141592,1.047198,0.001227,NA
Roger Carter,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,NA
Grayson Gunter,2022,3,2.56,0.853333,0,0.004,3.140365,1.046788,0,NA
Thomas Odukoya,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
Mark Vital,2022,3,2.56,0.853333,0,0.004,3.140365,1.046788,0,NA
Kehinde Oginni,2022,3,2.56,0.853333,0.207,0.004,3.140365,1.046788,0.253928,NA
Naz Bohannon,2022,3,2.56,0.853333,0,0.004,3.140365,1.046788,0,NA
Marcus Santos-Silva,2022,3,2.56,0.853333,0,0.004,3.140365,1.046788,0,NA
Travis Koontz,2022,3,2.56,0.853333,0,0.004,3.140365,1.046788,0,NA
Tucker Fisk,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0037654
Nikola Kalinic,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0037031
Jared Scott,2022,3,2.56,0.853333,0,0.004,3.140365,1.046788,0,NA
Noah Togiai,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036005
Rysen John,2021,2,1.49,0.745,0.005,0.004,2.085184,1.042592,0.006997,00-0035991
Tyler Mabry,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0036059
Tommy Hudson,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036173
Nate Becker,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,00-0035322
Ethan Wolf,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,00-0034672
Connor Davis,2021,2,1.485,0.7425,0,0.004,2.078186,1.039093,0,00-0036451
Nakia Griffin-Stewart,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,00-0035981
Kyle Markway,2022,2,1.575,0.7875,0,0.004,1.932061,0.96603,0,00-0035817
Donnie Ernsberger,2021,2,1.485,0.7425,0,0.004,2.078186,1.039093,0,00-0034611
Nate Wieting,2021,2,1.485,0.7425,0,0.004,2.078186,1.039093,0,00-0036122
Ryan Jones,2023,3,2.72,0.906667,0.125,0.004,3.090249,1.030083,0.142015,00-0038480
Blake Whiteheart,2023,3,2.71,0.903333,0.215,0.004,3.078888,1.026296,0.244266,00-0038710
Travis Vokolek,2023,3,2.71,0.903333,0.015,0.004,3.078888,1.026296,0.017042,00-0038456
Michael Ezeike,2023,3,2.708,0.902667,0.013,0.004,3.076616,1.025539,0.01477,00-0038864
Julian Hill,2023,3,2.7075,0.9025,0.0425,0.004,3.076048,1.025349,0.048285,00-0038720
Ben Sims,2023,3,2.705,0.901667,0.11,0.004,3.073207,1.024403,0.124973,00-0038809
Thomas Greaney,2023,3,2.705,0.901667,0.01,0.004,3.073207,1.024403,0.011361,00-0038713
Noah Gindorff,2023,3,2.705,0.901667,0.01,0.004,3.073207,1.024403,0.011361,00-0038758
Joel Honigford,2023,3,2.705,0.901667,0.0075,0.004,3.073207,1.024403,0.008521,00-0038706
Johnny Lumpkin,2023,3,2.705,0.901667,0.03,0.004,3.073207,1.024403,0.034084,00-0038913
E.J. Jenkins,2023,3,2.705,0.901667,0.11,0.004,3.073207,1.024403,0.124973,00-0038498
Nate Adkins,2023,3,2.705,0.901667,0.075,0.004,3.073207,1.024403,0.085209,00-0038783
Brady Russell,2023,3,2.703,0.901,0.048,0.004,3.070935,1.023645,0.054534,00-0038488
Camren McDonald,2023,3,2.7025,0.900833,0.0075,0.004,3.070367,1.023455,0.008521,00-0038467
Kris Leach,2023,3,2.702,0.900667,0.007,0.004,3.069799,1.023267,0.007953,NA
Christian Sims,2023,3,2.702,0.900667,0.007,0.004,3.069799,1.023267,0.007953,00-0038948
Griffin Hebert,2023,3,2.701,0.900333,0.006,0.004,3.068663,1.022887,0.006817,00-0038760
John Samuel Shenker,2023,3,2.7,0.9,0.005,0.004,3.067527,1.022509,0.005681,00-0038920
Leonard Taylor,2023,3,2.7,0.9,0.08,0.004,3.067527,1.022509,0.09089,NA
Princeton Fant,2023,3,2.7,0.9,0.03,0.004,3.067527,1.022509,0.034084,00-0038735
Joel Wilson,2023,3,2.6975,0.899167,0.0025,0.004,3.064686,1.021563,0.00284,00-0039023
Tanner Taula,2023,3,2.6975,0.899167,0.0025,0.004,3.064686,1.021563,0.00284,00-0038828
Christian Trahan,2023,3,2.6965,0.898833,0.0015,0.004,3.06355,1.021183,0.001704,00-0038897
Brian Walker,2023,3,2.696,0.898667,0.001,0.004,3.062982,1.020994,0.001136,NA
Lachlan Pitts,2023,3,2.695,0.898333,0,0.004,3.061846,1.020615,0,00-0039188
Damien Caffery,2023,3,2.695,0.898333,0,0.004,3.061846,1.020615,0,NA
Zach Ojile,2023,3,2.695,0.898333,0,0.004,3.061846,1.020615,0,NA
La'Michael Pettway,2023,1,2.695,0.898333,0,0.004,3.061846,1.020615,0,NA
Jordan Murray,2023,3,2.695,0.898333,0,0.004,3.061846,1.020615,0,00-0038999
Nick Bowers,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036083
Thaddeus Moss,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Hunter Bryant,2020,3,2.305,0.768333,0.06,0.004,2.970217,0.990072,0.077316,00-0036008
Matt Sokol,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0035436
Jacob Breeland,2020,3,2.3,0.766667,0.065,0.004,2.963774,0.987925,0.083759,NA
Cam Sutton,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0035773
Eli Wolf,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Farrod Green,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Ryan Becker,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Chase Harrell,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0035805
Gabe Nabers,2020,3,2.2925,0.764167,0.0075,0.004,2.954109,0.984704,0.009664,00-0035908
Charlie Taumoepeau,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0036140
Jake Burt,2020,3,2.29,0.763333,0.085,0.004,2.950888,0.983629,0.109531,00-0036088
Dylan Stapleton,2020,3,2.29,0.763333,0.005,0.004,2.950888,0.983629,0.006443,00-0036071
Caleb Repp,2020,3,2.29,0.763333,0.005,0.004,2.950888,0.983629,0.006443,NA
Jordan Jones,2023,3,2.71,0.903333,0.015,0.004,3.078888,1.026296,0.017042,00-0038369
Jason Croom,2020,2,1.525,0.7625,0,0.004,1.965111,0.982555,0,00-0033627
Hale Hentges,2020,2,1.525,0.7625,0,0.004,1.965111,0.982555,0,00-0035025
Caleb Wilson,2021,1,0.1656,0.1656,0,0.001,0.231749,0.231749,0,00-0035320
Jared Rice,2020,3,2.287,0.762333,0.002,0.004,2.947022,0.98234,0.002577,NA
Dominick Wood-Anderson,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,NA
Parker Houston,2020,3,2.287,0.762333,0.002,0.004,2.947022,0.98234,0.002577,NA
Austin Fort,2022,2,1.575,0.7875,0,0.004,1.932061,0.96603,0,NA
Ian Bunting,2022,2,1.575,0.7875,0,0.004,1.932061,0.96603,0,00-0035067
Alize Mack,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0035309
Dax Raymond,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0035058
Carson Meier,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0035367
Andrew Vollert,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0034491
Jerome Washington,2019,3,1.766,0.588667,0.011,0.003,2.39658,0.798861,0.014928,NA
Kano Dillon,2019,3,1.765,0.588333,0.01,0.003,2.395223,0.798407,0.013571,NA
C.J. Conrad,2019,3,1.765,0.588333,0.05,0.003,2.395223,0.798407,0.067853,00-0035009
Tyree Mayfield,2019,3,1.765,0.588333,0.035,0.003,2.395223,0.798407,0.047497,00-0035034
Trevor Wood,2019,3,1.762,0.587333,0.007,0.003,2.391152,0.79705,0.009499,00-0035170
Davis Koppenhaver,2019,3,1.762,0.587333,0.007,0.003,2.391152,0.79705,0.009499,NA
Devon Johnson,2019,3,1.761,0.587,0.006,0.003,2.389795,0.796598,0.008142,NA
Mik'Quan Deane,2019,3,1.76,0.586667,0.005,0.003,2.388438,0.796146,0.006785,00-0035089
Justin Johnson,2019,3,1.76,0.586667,0.005,0.003,2.388438,0.796146,0.006785,NA
Charles Scarff,2019,3,1.7595,0.5865,0.0045,0.003,2.387759,0.79592,0.006107,00-0035119
Jaelin Robinson,2019,3,1.759,0.586333,0.004,0.003,2.387081,0.795693,0.005428,00-0035203
Cole Herdman,2020,2,1.11,0.555,0,0.003,1.430343,0.715172,0,00-0035109
Drew Belcher,2019,3,1.759,0.586333,0.004,0.003,2.387081,0.795693,0.005428,00-0035484
Keenan Brown,2019,3,1.758,0.586,0.003,0.003,2.385724,0.795241,0.004071,NA
Romello Brooker,2019,3,1.758,0.586,0.003,0.003,2.385724,0.795241,0.004071,00-0035604
Lanard Bonner,2019,3,1.7575,0.585667,0.002,0.003,2.385045,0.794789,0.002714,NA
Ellis Richardson,2019,3,1.7565,0.5855,0.0015,0.003,2.383688,0.794563,0.002036,00-0035057
Jake Powell,2019,3,1.756,0.585333,0.001,0.003,2.38301,0.794336,0.001357,00-0035185
Isaiah Searight,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,NA
Michael Colubiale,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,NA
Moral Stephens,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,00-0035559
Micky Crum,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,NA
Jackson Harris,2019,3,1.755,0.585,0,0.003,2.381652,0.793884,0,00-0035732
Darion Clark,2020,3,1.8,0.6,0,0.003,2.319475,0.773158,0,00-0035756
Matt LaCosse,2021,1,0.293,0.293,0,0.002,0.410039,0.410039,0,00-0031744
DeShon Williams,2021,1,0.1656,0.1656,0,0.001,0.231749,0.231749,0,NA
Luke Willson,2021,1,0,0,0,0,0,0,0,00-0030089
Trent Williams,2021,6,138.06,23.01,45.1,0.126,193.208351,32.201392,63.115288,00-0027857
David Bakhtiari,2020,4,92,23,30,0.116,118.550959,29.63774,38.657921,00-0030074
Laremy Tunsil,2023,3,75,25,60,0.111,85.209075,28.403025,68.16726,00-0032380
Andrew Thomas,2023,5,117.5,23.5,67,0.105,133.494217,26.698843,76.120107,00-0036386
Ronnie Stanley,2020,5,98.75,19.75,70.866,0.1,127.248991,25.449798,91.317742,00-0032965
Kolton Miller,2021,3,54.015,18.005,42.5,0.099,75.591403,25.197134,59.476712,00-0034759
Tyron Smith,2023,1,6,6,6,0.027,6.816726,6.816726,6.816726,00-0027947
Taylor Lewan,2018,5,80,16,50,0.09,115.30474,23.060948,72.065463,00-0031442
Jake Matthews,2022,3,55.5,18.5,42.058823,0.089,68.082133,22.694044,51.593772,00-0031279
Jordan Mailata,2021,4,64,16,40.85,0.088,89.564932,22.391233,57.167616,00-0034429
Nate Solder,2021,1,3,3,3,0.016,4.198356,4.198356,4.198356,00-0027955
Garett Bolles,2020,4,68,17,40,0.086,87.624622,21.906155,51.543895,00-0033538
Donovan Smith,2023,1,3,3,1.98,0.013,3.408363,3.408363,2.24952,00-0032217
Cam Robinson,2022,3,52.75,17.583333,33,0.084,64.708694,21.569564,40.481268,00-0033889
Anthony Castonzo,2020,2,33,16.5,17,0.083,42.523713,21.261857,21.906155,00-0027960
D.J. Humphries,2022,3,51,17,32.823529,0.082,62.56196,20.853987,40.26479,00-0032222
Orlando Brown Jr.,2023,4,64.092,16.023,31.1,0.071,72.816267,18.204067,35.333363,00-0034752
Taylor Decker,2020,4,59.65,14.9125,37.5,0.075,76.864834,19.216208,48.322402,00-0032381
Dion Dawkins,2020,4,58.3,14.575,32.5,0.074,75.125227,18.781307,41.879415,00-0033904
Terron Armstead,2022,5,75,15,43.37,0.072,92.002882,18.400576,53.2022,00-0030067
Riley Reiff,2023,1,5,5,4.15,0.022,5.680605,5.680605,4.714902,00-0029672
Charles Leno Jr.,2021,3,37.5,12.5,18.5,0.068,52.479452,17.493151,25.889863,00-0031095
Matt Kalil,2017,5,55.5,11.1,25,0.066,84.878443,16.975689,38.233533,00-0029687
Joseph Noteboom,2022,3,40,13.333333,25,0.064,49.068204,16.356067,30.667627,00-0034803
Andrew Whitworth,2021,2,17,8.5,6.5,0.047,23.790685,11.895342,9.096438,00-0024270
Duane Brown,2022,2,20,10,9,0.048,24.534102,12.267051,11.040346,00-0026166
George Fant,2023,1,3,3,0.8,0.013,3.408363,3.408363,0.908897,00-0032466
Eric Fisher,2022,1,3.808889,3.808889,2.5,0.018,4.672384,4.672384,3.066763,00-0030584
Andre Dillard,2023,3,29,9.666666,13,0.043,32.947509,10.982502,14.769573,00-0035233
Ikem Ekwonu,2022,4,27.56805,6.892013,27.56805,0.033,33.817867,8.454467,33.817867,00-0037229
Trent Brown,2023,1,6.5,6.5,4,0.029,7.384786,7.384786,4.544484,00-0032071
Patrick Mekari,2021,3,15.45,5.15,7.1,0.028,21.621534,7.207178,9.93611,00-0035112
Matt Pryor,2023,1,1.13,1.13,0,0.005,1.283817,1.283817,0,00-0034417
Charles Cross,2022,4,21.383626,5.345907,21.383626,0.026,26.231403,6.557851,26.231403,00-0037821
Jedrick Wills,2020,4,19.702914,4.925729,19.702914,0.025,25.389123,6.347281,25.389123,00-0036267
Andrus Peat,2023,1,5.5,5.5,5.5,0.024,6.248665,6.248665,6.248665,00-0032203
Rashawn Slater,2021,4,16.631758,4.15794,16.631758,0.023,23.275348,5.818838,23.275348,00-0037009
Terence Steele,2023,1,4.304,4.304,0,0.019,4.889865,4.889865,0,00-0036036
Yosuah Nijman,2023,1,4.304,4.304,0,0.019,4.889865,4.889865,0,00-0035084
Kendall Lamm,2023,1,1.3175,1.3175,0.2,0.006,1.496839,1.496839,0.227224,00-0031921
Broderick Jones,2023,4,16.626364,4.156591,16.626364,0.018,18.889561,4.72239,18.889561,00-0039109
Christian Darrisaw,2021,4,13.346146,3.336537,13.346146,0.018,18.677291,4.669324,18.677291,00-0036616
Chris Hubbard,2023,1,1.315,1.315,0.075,0.006,1.493999,1.493999,0.085209,00-0029963
Trevor Penning,2022,4,14.143316,3.535829,14.143316,0.017,17.349678,4.337419,17.349678,00-0037241
James Hurst,2022,1,3.25,3.25,1.305,0.016,3.986792,3.986792,1.60085,00-0030694
Cornelius Lucas,2022,2,6.5,3.25,2.92,0.016,7.973583,3.986792,3.581979,00-0030725
Sam Tevi,2021,1,2.51,2.51,1,0.014,3.512625,3.512625,1.399452,00-0033578
Rashod Hill,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0032520
Ja'Wuan James,2021,2,4.49,2.245,0.5,0.012,6.28354,3.14177,0.699726,NA
Yodny Cajuste,2023,1,2.743,2.743,0,0.012,3.11638,3.11638,0,00-0035252
Calvin Anderson,2023,2,7,3.5,4,0.016,7.952847,3.976423,4.544484,00-0034957
Jamarco Jones,2022,2,4.8,2.4,3.15,0.012,5.888184,2.944092,3.864121,NA
Cameron Fleming,2023,1,2.5,2.5,0.85,0.011,2.840302,2.840302,0.965703,00-0031067
Walker Little,2021,4,7.621702,1.905426,4.569497,0.01,10.666207,2.666552,6.394792,00-0036975
Jackson Carman,2021,4,7.44996,1.86249,3.776787,0.01,10.425862,2.606465,5.285432,00-0036865
Greg Little,2023,1,1.18,1.18,0.1,0.005,1.340623,1.340623,0.113612,NA
Colton McKivitz,2023,2,4.56,2.28,2.87,0.01,5.180712,2.590356,3.260667,00-0036256
Jason Peters,2023,1,1.165,1.165,0,0.005,1.323581,1.323581,0,00-0022531
Dennis Daley,2023,2,3.2,1.6,0.75,0.007,3.635587,1.817794,0.852091,00-0035300
Cedric Ogbuehi,2023,1,1.47,1.47,0.05,0.007,1.670098,1.670098,0.056806,00-0032233
Bernhard Raimann,2022,4,5.30196,1.32549,1.035972,0.006,6.503941,1.625985,1.270832,00-0037757
Roderick Johnson,2023,1,1.0254,1.0254,0.0154,0.005,1.164978,1.164978,0.017496,00-0033569
David Sharpe,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033946
Elijah Wilkinson,2023,1,1.2325,1.2325,1.0925,0.005,1.400269,1.400269,1.241212,00-0033676
Julie'n Davenport,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033560
Josh Wells,2023,1,1.3175,1.3175,0.15,0.006,1.496839,1.496839,0.170418,00-0030829
Sean Rhyan,2022,4,5.122854,1.280714,0.905712,0.006,6.284231,1.571058,1.111042,00-0037076
Josh Jones,2020,4,4.839336,1.209834,1.079516,0.006,6.235956,1.558989,1.391061,00-0036363
Josh Jones,2022,1,1.085,1.085,0.05,0.005,1.330975,1.330975,0.061335,00-0033903
Logan Bruss,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0037836
Wanya Morris,2023,4,5.368352,1.342088,0.904256,0.006,6.099097,1.524774,1.027344,00-0038981
Matt Nelson,2023,1,1.3,1.3,0.15,0.006,1.476957,1.476957,0.170418,00-0035328
Dan Moore Jr.,2021,4,4.1779,1.044475,0.6979,0.006,5.846771,1.461693,0.976678,00-0036869
Geron Christian,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0034817
Josh Ball,2021,4,3.979344,0.994836,0.499344,0.005,5.568901,1.392225,0.698808,00-0036886
Chaz Green,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,NA
Jason Spriggs,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0032766
Ty Nsekhe,2023,1,0.438444,0.438444,0,0.002,0.498125,0.498125,0,00-0029709
Brett Toth,2023,1,1.155,1.155,0,0.005,1.31222,1.31222,0,00-0035743
Nick Saldiveri,2023,4,4.74528,1.18632,0.84228,0.005,5.391212,1.347803,0.956932,00-0038566
Jaylon Moore,2021,4,3.803036,0.950759,0.323036,0.005,5.322167,1.330542,0.452073,00-0036557
Tommy Doyle,2021,4,3.795732,0.948933,0.315732,0.005,5.311945,1.327986,0.441852,00-0036560
Blake Freeland,2023,4,4.655888,1.163972,0.815888,0.005,5.289652,1.322413,0.926947,00-0039158
Braeden Daniels,2023,4,4.594452,1.148613,0.754452,0.005,5.219853,1.304963,0.857149,00-0039010
Carter Warren,2023,4,4.58432,1.14608,0.74432,0.005,5.208342,1.302086,0.845638,00-0039004
Korey Cunningham,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0034687
Will Holden,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0033788
Martinas Rankin,2018,4,3.546268,0.886567,0.901268,0.005,5.111269,1.277817,1.299006,00-0034824
Stone Forsythe,2021,4,3.646624,0.911656,0.166624,0.005,5.103275,1.275819,0.233182,00-0036653
Eric Smith,2022,2,1.835,0.94,0,0.005,2.251004,1.153103,0,00-0033414
Justin Murray,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0032528
Shon Coleman,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,NA
Larnel Coleman,2022,2,1.575,0.7875,0,0.004,1.932061,0.96603,0,00-0036575
Jackson Barton,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0035003
Ethan Greenidge,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0035403
Chuma Edoga,2023,1,1.2325,1.2325,0.1525,0.005,1.400269,1.400269,0.173258,00-0035698
Braxton Jones,2022,4,3.959548,0.989887,0.299548,0.005,4.857198,1.214299,0.367457,00-0037081
Greg Senat,2022,1,0.895,0.895,0,0.004,1.097901,1.097901,0,00-0034280
Joe Giles-Harris,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0035363
Kyle Murphy,2021,1,0.85,0.85,0,0.005,1.189534,1.189534,0,00-0032433
